label.value,abstract.value,words_string
Ecovative Design,"Ecovative Design LLC is a materials company headquartered in Green Island, New York that provides sustainable alternatives to plastics and polystyrene foams for packaging, building materials and other applications by using mushroom technology.",Biomaterials
Electrical conduction system of the heart,"The electrical conduction system of the heart transmits signals generated usually by the sinoatrial node to cause contraction of the heart muscle. The pacemaking signal generated in the sinoatrial node travels through the right atrium to the atrioventricular node, along the Bundle of His and through bundle branches to cause contraction of the heart muscle. This signal stimulates contraction first of the right and left atrium, and then the right and left ventricles. This process allows blood to be pumped throughout the body. The conduction system consists of specialised heart muscle cells, and is situated within the myocardium. There is a skeleton of fibrous tissue that surrounds the conduction system which can be seen on an ECG. Dysfunction of the conduction system can cause irregular, fast, or slow heart rhythms.",Cardiac_electrophysiology
Electron–positron annihilation,"Electron–positron annihilation occurs when an electron (e−) and a positron (e+, the electron's antiparticle) collide. At low energies, the result of the collision is the annihilation of the electron and positron, and the creation of energetic photons: e− + e+ → γ + γ At high energies, other particles, such as B mesons or the W and Z bosons, can be created. All processes must satisfy a number of conservation laws, including: 
* Conservation of electric charge. The net charge before and after is zero. 
* Conservation of linear momentum and total energy. This forbids the creation of a single photon. However, in quantum field theory this process is allowed; see examples of annihilation. 
* Conservation of angular momentum. 
* Conservation of total (i.e. net) lepton number, which is the number of leptons (such as the electron) minus the number of antileptons (such as the positron); this can be described as a conservation of (net) matter law. As with any two charged objects, electrons and positrons may also interact with each other without annihilating, in general by elastic scattering.",Nuclear_medicine
David Brown (pharmacology professor),"David Anthony Brown is Professor of Pharmacology at University College London, having joined the department in April 1987 and served as Head of Department from October 1987 to April 2002.",Electrophysiologists
Iocetamic acid,Iocetamic acid (trade name Cholebrin) is a pharmaceutical drug taken by mouth and used as an iodinated contrast medium for X-ray imaging of the gall bladder. It is not known to be marketed anywhere in the world in 2021.,Radiocontrast_agents
Kevin Warwick,"Kevin Warwick (born 9 February 1954) is an English engineer and Deputy Vice-Chancellor (Research) at Coventry University. He is known for his studies on direct interfaces between computer systems and the human nervous system, and has also done research concerning robotics.",Cyborgs
OHBM Replication Award,The OHBM Replication Award is an award presented annually by the Organization for Human Brain Mapping (OHBM). It is presented to a researcher in recognition of conducting and disseminating the results of a neuroimaging replication study of exceptional quality and impact.,Neuroimaging
Claudia Mitchell,"Claudia Mitchell (born 1980) is a former US Marine whose left arm was amputated near the shoulder following a motorcycle crash in 2004. She became the first woman to be outfitted with a bionic arm. The arm is controlled through muscles in her chest and side, which in turn are controlled by the nerves that had previously controlled her real arm. The nerves were rerouted to these muscles in a process of targeted reinnervation. Her prosthesis, a prototype developed by the Rehabilitation Institute of Chicago was one of the most advanced prosthetic arms developed to date.",Cyborgs
Double bubble (radiology),"In radiology, the double bubble sign is a feature of pediatric imaging seen on radiographs or prenatal ultrasound in which two air filled bubbles are seen in the abdomen, representing two discontiguous loops of bowel in a proximal, or 'high,' small bowel obstruction. The finding is typically pathologic, and implies either duodenal atresia, , annular pancreas, and on occasion midgut volvulus, a distinction that requires close clinical correlation and, in most cases, surgical intervention. Distal gas is more often seen with midgut volvulus, duodenal stenosis and duodenal web, though this not always present. In such cases, distinguishing the diagnoses depends on clinical presentation.",Radiologic_signs
Dynamic compression plate,"A dynamic compression plate (DCP) is a metallic plate used in orthopedics for internal fixation of bone, typically after fractures. As the name implies, it is designed to exert dynamic pressure between the bone fragments to be transfixed. Dynamic compression is achieved either by attaching a tension device to a plate or by using a special dynamic compression plate. However, compression plating requires a longer surgical incision to allow insertion of the tension device and the possibility of refracture after the plate is removed. A neutralization plate is used to bridge a comminuted fracture; it also transmits bending or torsional forces from the proximal to the distal fragment. Plates used for buttressing prevent collapse by supporting an area of thin cortex or cancellous bone graft. When plates are used, atrophy of the bone beneath the plate may predispose the bone to fracture. After removal of plates, fractures may occur through the screw holes.",Orthopedic_implants
